Page_Number,Type,Price,Price_Per_M2,Surface_m2,Rooms,Bedrooms,Floor,Address,City,PostalCode,Department,Energy_Class,Is_New,Agency,URL,Confidence_Score
8,Appartement,285 000 €, 8 382 €/m²,34 m²,2 pièce(s),1 chambre(s),2,"Danube-Porte des Lilas, Paris 19ème (75019)",Paris 19ème,75019,75,F,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/danube-porte-des-lilas/241049115.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,649 000 €, 9 271 €/m²,70 m²,3 pièce(s),2 chambre(s),3,"Télégraphe-Pelleport Saint Fargeau, Paris 20ème (75020)",Paris 20ème,75020,75,C,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/telegraphe-pelleport-saint-fargeau/250297817.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,298 000 €, 6 773 €/m²,44 m²,2 pièce(s),1 chambre(s),2,"Pont de Flandre, Paris 19ème (75019)",Paris 19ème,75019,75,C,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/pont-de-flandre/245009207.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,310 000 €, 8 857 €/m²,35 m²,2 pièce(s),1 chambre(s),2,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",Paris 18ème,75018,75,F,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/clignancourt-jules-joffrin/255057139.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,700 000 €, 9 091 €/m²,77 m²,3 pièce(s),2 chambre(s),3,Paris 20ème (75020),Paris 20ème,75020,75,D,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/254767439.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,170 000 €, 8 095 €/m²,21 m²,1 pièce(s),N/A,1,"Gambetta, Paris 20ème (75020)",Paris 20ème,75020,75,E,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/gambetta/254826465.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,545 000 €, 10 948 €/m²,"49,8 m²",3 pièce(s),2 chambre(s),3,"Montmartre, Paris 18ème (75018)",Paris 18ème,75018,75,D,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-9eme-75/clichy-trinite/253906455.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,245 000 €, 7 805 €/m²,"31,4 m²",1 pièce(s),N/A,1,"Danube-Porte des Lilas, Paris 19ème (75019)",Paris 19ème,75019,75,D,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/danube-porte-des-lilas/248930495.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Maison,1 900 000 €, 10 734 €/m²,177 m²,5 pièce(s),2 chambre(s),5,Paris 18ème (75018),Paris 18ème,75018,75,D,Non,N/A,https://www.seloger.com/annonces/achat/maison/paris-18eme-75/moskowa-porte-montmartre-porte-de-clignancourt/231724211.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,698 000 €, 8 512 €/m²,82 m²,4 pièce(s),2 chambre(s),4,Paris 18ème (75018),Paris 18ème,75018,75,E,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/250246431.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,1 190 000 €, 13 178 €/m²,"90,3 m²",5 pièce(s),3 chambre(s),5,"Montmartre, Paris 18ème (75018)",Paris 18ème,75018,75,E,Non,N/A,https://www.bellesdemeures.com/254711567/detail.htm,10
8,Appartement,469 000 €, 9 019 €/m²,52 m²,2 pièce(s),1 chambre(s),2,Paris 20ème (75020),Paris 20ème,75020,75,F,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/254502069.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,349 000 €, 7 878 €/m²,"44,3 m²",2 pièce(s),1 chambre(s),2,"Télégraphe-Pelleport Saint Fargeau, Paris 20ème (75020)",Paris 20ème,75020,75,D,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/telegraphe-pelleport-saint-fargeau/250371583.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Duplex,1 850 000 €, 15 289 €/m²,121 m²,5 pièce(s),2 chambre(s),5,Paris 18ème (75018),Paris 18ème,75018,75,F,Non,N/A,https://www.bellesdemeures.com/242117957/detail.htm,10
8,Loft,660 000 €, 6 346 €/m²,104 m²,5 pièce(s),3 chambre(s),5,"Danube-Porte des Lilas, Paris 19ème (75019)",Paris 19ème,75019,75,D,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/danube-porte-des-lilas/248797899.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,111 000 €, 10 091 €/m²,11 m²,1 pièce(s),N/A,1,"Télégraphe-Pelleport Saint Fargeau, Paris 20ème (75020)",Paris 20ème,75020,75,E,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/telegraphe-pelleport-saint-fargeau/254875249.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,1 500 000 €, 11 811 €/m²,127 m²,6 pièce(s),4 chambre(s),6,Paris 20ème (75020),Paris 20ème,75020,75,E,Non,N/A,https://www.bellesdemeures.com/251853075/detail.htm,10
8,Appartement,299 000 €, 8 543 €/m²,35 m²,2 pièce(s),1 chambre(s),2,"Belleville, Paris 20ème (75020)",Paris 20ème,75020,75,G,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/belleville/253074747.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Duplex,1 450 000 €, 12 083 €/m²,120 m²,5 pièce(s),2 chambre(s),5,"Montmartre, Paris 18ème (75018)",Paris 18ème,75018,75,E,Non,N/A,https://www.bellesdemeures.com/246430887/detail.htm,10
8,Appartement,200 000 €, 7 672 €/m²,"26,1 m²",1 pièce(s),N/A,1,Paris 19ème (75019),Paris 19ème,75019,75,F,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/danube-porte-des-lilas/250125397.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,309 000 €, 6 806 €/m²,"45,4 m²",2 pièce(s),1 chambre(s),2,"Danube-Porte des Lilas, Paris 19ème (75019)",Paris 19ème,75019,75,D,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/danube-porte-des-lilas/251224819.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Loft,850 000 €, 13 934 €/m²,61 m²,3 pièce(s),2 chambre(s),3,Paris 18ème (75018),Paris 18ème,75018,75,F,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/249104767.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,695 000 €, 7 809 €/m²,89 m²,5 pièce(s),3 chambre(s),5,Paris 20ème (75020),Paris 20ème,75020,75,D,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/254154963.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,595 000 €, 11 442 €/m²,52 m²,3 pièce(s),2 chambre(s),3,"Montmartre, Paris 18ème (75018)",Paris 18ème,75018,75,E,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/montmartre/253444293.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,399 000 €, 9 464 €/m²,"42,2 m²",2 pièce(s),1 chambre(s),2,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",Paris 18ème,75018,75,E,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/clignancourt-jules-joffrin/252065053.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,390 000 €, 9 286 €/m²,42 m²,2 pièce(s),N/A,2,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",Paris 18ème,75018,75,E,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/amiraux-simplon-poissonniers/253620045.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,95 000 €, 7 917 €/m²,12 m²,1 pièce(s),N/A,1,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",Paris 18ème,75018,75,G,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/amiraux-simplon-poissonniers/254595231.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
8,Appartement,250 000 €, 8 333 €/m²,30 m²,1 pièce(s),N/A,1,Paris 18ème (75018),Paris 18ème,75018,75,G,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/250690105.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D8#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,10
10,Appartement,344 000 €, 10 750 €/m²,32 m²,2 pièce(s),1 chambre(s),2,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",Paris 18ème,75018,75,G,Oui,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/clignancourt-jules-joffrin/256228293.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,10
10,Appartement,495 000 €, 9 900 €/m²,50 m²,2 pièce(s),1 chambre(s),2,"Pont de Flandre, Paris 19ème (75019)",Paris 19ème,75019,75,D,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/pont-de-flandre/253030155.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,10
10,Duplex,936 500 €, 9 460 €/m²,99 m²,5 pièce(s),4 chambre(s),5,"Gambetta, Paris 20ème (75020)",Paris 20ème,75020,75,D,Non,N/A,https://www.bellesdemeures.com/254840901/detail.htm,10
10,Maison,890 000 €, 8 990 €/m²,99 m²,4 pièce(s),3 chambre(s),4,"Bassin de la Villette, Paris 19ème (75019)",Paris 19ème,75019,75,D,Non,N/A,https://www.bellesdemeures.com/252510789/detail.htm,10
10,Appartement,1 240 000 €, 9 185 €/m²,135 m²,6 pièce(s),4 chambre(s),6,"Bassin de la Villette, Paris 19ème (75019)",Paris 19ème,75019,75,N/A,Non,N/A,https://www.bellesdemeures.com/252432425/detail.htm,10
10,Appartement,895 000 €, 11 623 €/m²,77 m²,3 pièce(s),2 chambre(s),3,"Montmartre, Paris 18ème (75018)",Paris 18ème,75018,75,E,Oui,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/montmartre/256050209.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,10
10,Appartement,288 000 €, 9 600 €/m²,30 m²,2 pièce(s),1 chambre(s),2,"Secrétan, Paris 19ème (75019)",Paris 19ème,75019,75,F,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/secretan/255386299.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,10
10,Appartement,420 000 €, 9 976 €/m²,"42,1 m²",2 pièce(s),1 chambre(s),2,"Père Lachaise-Réunion, Paris 20ème (75020)",Paris 20ème,75020,75,E,Oui,N/A,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/pere-lachaise-reunion/256310351.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,10
10,Duplex,899 000 €, 6 915 €/m²,130 m²,5 pièce(s),3 chambre(s),5,"La Chapelle-Marx Dormoy, Paris 18ème (75018)",Paris 18ème,75018,75,E,Non,N/A,https://www.bellesdemeures.com/253819171/detail.htm,10
10,Appartement,365 000 €, 7 585 €/m²,"48,1 m²",2 pièce(s),1 chambre(s),2,"La Chapelle-Marx Dormoy, Paris 18ème (75018)",Paris 18ème,75018,75,C,Oui,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/la-chapelle-marx-dormoy/256305537.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,10
10,Duplex,1 450 000 €, 12 083 €/m²,120 m²,5 pièce(s),3 chambre(s),5,"Montmartre, Paris 18ème (75018)",Paris 18ème,75018,75,E,Oui,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/montmartre/256050181.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,10
10,Appartement,440 000 €, 12 941 €/m²,34 m²,2 pièce(s),1 chambre(s),2,"Montmartre, Paris 18ème (75018)",Paris 18ème,75018,75,D,Oui,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/montmartre/256080909.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,10
10,Appartement,317 500 €,N/A,55 m²,2 pièce(s),1 chambre(s),2,"Bassin de la Villette, Paris 19ème (75019)",Paris 19ème,75019,75,N/A,Oui,N/A,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/pont-de-flandre/256183677.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,10
10,Appartement,365 000 €, 12 560 €/m²,"29,1 m²",2 pièce(s),1 chambre(s),2,"Grandes Carrières-Clichy, Paris 18ème (75018)",Paris 18ème,75018,75,E,Oui,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/goutte-d-or-chateau-rouge/256264539.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,10
10,Appartement,699 000 €, 6 241 €/m²,112 m²,4 pièce(s),3 chambre(s),4,"Moskowa-Porte Montmartre-Porte de Clignancourt, Paris 18ème (75018)",Paris 18ème,75018,75,C,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/moskowa-porte-montmartre-porte-de-clignancourt/255803649.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,10
10,Studio,315 000 €, 9 265 €/m²,34 m²,1 pièce(s),N/A,1,"Goutte d'Or-Château Rouge, Paris 18ème (75018)",Paris 18ème,75018,75,C,Non,N/A,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/goutte-d-or-chateau-rouge/250563465.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD09FR43%2CAD09FR44%2CAD09FR45%26page%3D10&feature_priceDropVariantB=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,10
